Week,Date Range,Meal,Dish Name,Quantity (kg)
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Vegetable Curry,
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Kadhi,
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Bhindi Fry,
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Puri,
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Jalebi,
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Aloo Bhaji,
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Aloo Gobi,
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Chole,
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Paneer Masala,
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Shahi Paneer,
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Matar Mushroom,
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Mixed Veg,
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Upma,
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Idli,
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Dosa,
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Chana Masala,
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Mixed Veg,
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Dal,
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Vegetable Curry,
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Roti,
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Palak Paneer,
May2024_week1,01/05/2024-07/05/2024,Breakfast,Puri,
May2024_week1,01/05/2024-07/05/2024,Breakfast,Sambhar,
May2024_week1,01/05/2024-07/05/2024,Breakfast,Jalebi,
May2024_week1,01/05/2024-07/05/2024,Lunch,Dal,
May2024_week1,01/05/2024-07/05/2024,Lunch,Paneer Curry,
May2024_week1,01/05/2024-07/05/2024,Lunch,Chana Masala,
May2024_week1,01/05/2024-07/05/2024,Dinner,Mixed Veg,
May2024_week1,01/05/2024-07/05/2024,Dinner,Bhindi Fry,
May2024_week1,01/05/2024-07/05/2024,Dinner,Palak Paneer,
May2024_week2,08/05/2024-14/05/2024,Breakfast,Sambar,
May2024_week2,08/05/2024-14/05/2024,Breakfast,Pongal,
May2024_week2,08/05/2024-14/05/2024,Breakfast,Medu Vada,
May2024_week2,08/05/2024-14/05/2024,Lunch,Paneer Bhurji,
May2024_week2,08/05/2024-14/05/2024,Lunch,Mixed Veg,
May2024_week2,08/05/2024-14/05/2024,Lunch,Dal Tadka,
May2024_week2,08/05/2024-14/05/2024,Dinner,Mixed Veg,
May2024_week2,08/05/2024-14/05/2024,Dinner,Chole,
May2024_week2,08/05/2024-14/05/2024,Dinner,Vegetable Curry,
May2024_week3,15/05/2024-21/05/2024,Breakfast,Sambar,
May2024_week3,15/05/2024-21/05/2024,Breakfast,Aloo Bhaji,
May2024_week3,15/05/2024-21/05/2024,Breakfast,Curd,
May2024_week3,15/05/2024-21/05/2024,Lunch,Dal Tadka,
May2024_week3,15/05/2024-21/05/2024,Lunch,Paneer Bhurji,
May2024_week3,15/05/2024-21/05/2024,Lunch,Mixed Veg,
May2024_week3,15/05/2024-21/05/2024,Dinner,Chole,
May2024_week3,15/05/2024-21/05/2024,Dinner,Matar Mushroom,
May2024_week3,15/05/2024-21/05/2024,Dinner,Vegetable Curry,
May2024_week4,22/05/2024-28/05/2024,Breakfast,Aloo Paratha,
May2024_week4,22/05/2024-28/05/2024,Breakfast,Curd,
May2024_week4,22/05/2024-28/05/2024,Breakfast,Chutney,
May2024_week4,22/05/2024-28/05/2024,Lunch,Paneer Masala,
May2024_week4,22/05/2024-28/05/2024,Lunch,Dal,
May2024_week4,22/05/2024-28/05/2024,Lunch,Paneer Curry,
May2024_week4,22/05/2024-28/05/2024,Dinner,Vegetable Curry,
May2024_week4,22/05/2024-28/05/2024,Dinner,Chole,
May2024_week4,22/05/2024-28/05/2024,Dinner,Chapati,
May2024_week5,29/05/2024-31/05/2024,Breakfast,Dosa,
May2024_week5,29/05/2024-31/05/2024,Breakfast,Puri,
May2024_week5,29/05/2024-31/05/2024,Breakfast,Pongal,
May2024_week5,29/05/2024-31/05/2024,Lunch,Rajma,
May2024_week5,29/05/2024-31/05/2024,Lunch,Rice,
May2024_week5,29/05/2024-31/05/2024,Lunch,Aloo Gobi,
May2024_week5,29/05/2024-31/05/2024,Dinner,Vegetable Curry,
May2024_week5,29/05/2024-31/05/2024,Dinner,Palak Paneer,
May2024_week5,29/05/2024-31/05/2024,Dinner,Bhindi Fry,
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Coconut Chutney,
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Idli,
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Pongal,
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Chana Masala,
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Chole,
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Dal Tadka,
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Mixed Veg,
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Paneer Butter Masala,
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Matar Mushroom,
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Aloo Paratha,
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Jalebi,
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Aloo Bhaji,
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Dal,
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Paneer Curry,
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Aloo Gobi,
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Kadhi,
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Matar Mushroom,
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Shahi Paneer,
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Coconut Chutney,
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Sambhar,
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Dosa,
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Chana Masala,
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Mixed Veg,
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Aloo Gobi,
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Matar Mushroom,
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Vegetable Curry,
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Paneer Butter Masala,
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Aloo Bhaji,
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Sambhar,
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Upma,
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Chana Masala,
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Dal,
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Paneer Curry,
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Kadhi,
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Bhindi Fry,
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Paneer Butter Masala,
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Curd,
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Aloo Paratha,
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Medu Vada,
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Paneer Bhurji,
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Dal Tadka,
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Rice,
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Mixed Veg,
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Palak Paneer,
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Shahi Paneer,
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Curd,
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Aloo Paratha,
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Pongal,
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Paneer Bhurji,
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Dal,
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Paneer Curry,
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Paneer Butter Masala,
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Chole,
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Palak Paneer,
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Upma,
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Sambhar,
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Dosa,
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Aloo Gobi,
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Rajma,
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Dal,
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Roti,
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Chole,
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Matar Mushroom,
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Sambhar,
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Aloo Bhaji,
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Coconut Chutney,
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Paneer Masala,
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Chole,
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Chana Masala,
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Kadhi,
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Bhindi Fry,
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Paneer Butter Masala,
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Aloo Bhaji,
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Aloo Paratha,
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Chutney,
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Chole,
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Chana Masala,
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Aloo Gobi,
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Paneer Butter Masala,
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Mixed Veg,
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Matar Mushroom,
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Sambar,
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Medu Vada,
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Aloo Paratha,
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Aloo Gobi,
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Chana Masala,
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Rajma,
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Chole,
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Vegetable Curry,
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Kadhi,
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Aloo Paratha,
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Chutney,
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Dosa,
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Rajma,
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Aloo Gobi,
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Paneer Bhurji,
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Mixed Veg,
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Shahi Paneer,
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Matar Mushroom,
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Dosa,
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Coconut Chutney,
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Sambhar,
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Chana Masala,
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Aloo Gobi,
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Paneer Curry,
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Chole,
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Vegetable Curry,
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Paneer Butter Masala,
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Sambhar,
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Idli,
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Coconut Chutney,
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Dal,
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Paneer Curry,
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Rajma,
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Kadhi,
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Roti,
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Paneer Butter Masala,
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Dosa,
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Upma,
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Idli,
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Dal,
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Paneer Curry,
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Mixed Veg,
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Kadhi,
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Bhindi Fry,
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Matar Mushroom,
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Medu Vada,
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Puri,
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Idli,
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Dal,
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Paneer Curry,
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Aloo Gobi,
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Mixed Veg,
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Palak Paneer,
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Shahi Paneer,
