month_year,week,date,breakfast_items,breakfast_kg,lunch_items,lunch_kg,dinner_items,dinner_kg
Dec2023,week2,08/12/2023,Dosa;Samosa;Medu Vada,93.40;73.59;61.52,Rice;Chole;Mixed Vegetables,237.36;282.99;208.06,Roti;Bhindi Fry;Shahi Paneer,228.36;361.02;307.50
Dec2023,week2,09/12/2023,Aloo Paratha;Puri;Medu Vada,43.40;74.49;59.55,Rice;Rajma;Rasam,268.69;262.17;204.04,Roti;Paneer Butter Masala;Shahi Paneer,354.43;356.96;306.17
Dec2023,week2,10/12/2023,Dosa;Idli;Medu Vada,92.26;94.42;59.93,Rice;Dal Tadka;Palak Paneer,250.36;285.91;210.52,Roti;Dal Makhani;Paneer Butter Masala,320.48;376.94;305.10
Dec2023,week2,11/12/2023,Idli;Aloo Paratha;Upma,93.11;46.10;74.41,Rice;Palak Paneer;Chole,309.76;248.62;214.95,Roti;Paneer Tikka;Bhindi Fry,290.12;228.42;314.46
Dec2023,week2,12/12/2023,Medu Vada;Dosa;Poha,62.94;88.21;62.95,Rice;Rajma;Sambar,272.38;286.07;216.89,Roti;Shahi Paneer;Dal Makhani,356.44;315.78;291.04
Dec2023,week2,13/12/2023,Samosa;Puri;Idli,73.92;77.66;85.97,Rice;Sambar;Chole,289.42;248.12;207.66,Roti;Aloo Gobi;Paneer Butter Masala,283.35;350.14;294.64
Dec2023,week2,14/12/2023,Poha;Samosa;Dosa,60.69;75.89;93.12,Rice;Palak Paneer;Rajma,294.11;277.82;205.98,Roti;Bhindi Fry;Dal Makhani,247.59;345.03;291.74
Dec2023,week3,15/12/2023,Dosa;Idli;Puri,91.48;91.71;75.19,Rice;Mixed Vegetables;Sambar,260.94;308.68;217.14,Roti;Aloo Gobi;Paneer Butter Masala,268.75;364.58;286.45
Dec2023,week3,16/12/2023,Poha;Idli;Chole Bhature,62.57;86.77;60.26,Rice;Rasam;Sambar,279.95;293.30;202.02,Roti;Dal Makhani;Paneer Tikka,339.71;312.23;294.76
Dec2023,week3,17/12/2023,Samosa;Puri;Medu Vada,75.78;73.34;61.11,Rice;Rasam;Palak Paneer,271.16;310.34;199.60,Roti;Paneer Butter Masala;Bhindi Fry,345.95;245.50;308.65
Dec2023,week3,18/12/2023,Idli;Aloo Paratha;Puri,92.84;44.43;77.57,Rice;Sambar;Rasam,291.36;258.83;213.36,Roti;Shahi Paneer;Bhindi Fry,351.46;231.75;299.81
Dec2023,week3,19/12/2023,Samosa;Puri;Chole Bhature,72.40;77.44;61.90,Rice;Dal Tadka;Rajma,234.65;266.63;214.56,Roti;Paneer Tikka;Dal Makhani,305.80;323.39;310.52
Dec2023,week3,20/12/2023,Dosa;Samosa;Poha,89.69;77.07;61.22,Rice;Rasam;Palak Paneer,265.08;305.85;213.88,Roti;Dal Makhani;Paneer Butter Masala,331.99;362.04;307.30
Dec2023,week3,21/12/2023,Puri;Dosa;Upma,77.72;93.51;76.34,Rice;Rasam;Chole,259.34;232.59;220.43,Roti;Chana Masala;Bhindi Fry,288.99;242.83;293.11
Dec2023,week4,22/12/2023,Aloo Paratha;Medu Vada;Dosa,14.72;19.69;31.41,Rice;Mixed Vegetables;Curd Rice,91.86;102.27;67.95,Roti;Aloo Gobi;Bhindi Fry,89.13;77.82;101.77
Dec2023,week4,23/12/2023,Samosa;Chole Bhature;Dosa,24.65;20.52;30.10,Rice;Rasam;Dal Tadka,91.30;79.57;71.31,Roti;Aloo Gobi;Shahi Paneer,89.61;120.25;101.55
Dec2023,week4,24/12/2023,Dosa;Chole Bhature;Medu Vada,30.96;19.51;19.98,Rice;Palak Paneer;Mixed Vegetables,97.40;85.53;67.66,Roti;Dal Makhani;Shahi Paneer,114.26;120.12;99.76
Dec2023,week4,25/12/2023,Upma;Poha;Puri,24.97;19.74;26.00,Rice;Dal Tadka;Curd Rice,77.35;100.38;73.45,Roti;Paneer Butter Masala;Aloo Gobi,124.71;87.34;97.93
Dec2023,week4,26/12/2023,Samosa;Upma;Idli,24.20;23.85;29.60,Rice;Sambar;Chole,102.26;83.04;67.24,Roti;Paneer Butter Masala;Bhindi Fry,115.63;79.67;97.75
Dec2023,week4,27/12/2023,Medu Vada;Idli;Dosa,20.88;29.44;30.69,Rice;Dal Tadka;Chole,78.22;81.35;68.70,Roti;Aloo Gobi;Dal Makhani,90.73;105.05;101.85
Dec2023,week4,28/12/2023,Puri;Dosa;Samosa,23.85;30.90;25.78,Rice;Curd Rice;Mixed Vegetables,96.91;89.76;67.84,Roti;Aloo Gobi;Paneer Tikka,92.98;99.09;101.19
Dec2023,week5,29/12/2023,Puri;Aloo Paratha;Chole Bhature,24.50;15.26;19.42,Rice;Chole;Palak Paneer,80.82;95.48;72.68,Roti;Shahi Paneer;Paneer Tikka,115.01;98.47;102.67
Dec2023,week5,30/12/2023,Aloo Paratha;Idli;Upma,14.61;29.19;24.46,Rice;Curd Rice;Mixed Vegetables,99.65;88.71;71.93,Roti;Paneer Tikka;Dal Makhani,99.52;108.23;101.37
Dec2023,week5,31/12/2023,Poha;Dosa;Aloo Paratha,20.05;29.97;15.17,Rice;Rasam;Palak Paneer,86.70;102.81;70.30,Roti;Chana Masala;Shahi Paneer,96.87;124.23;101.44
Jan2024,week1,01/01/2024,Aloo Paratha;Poha;Dosa,15.51;20.54;30.36,Rice;Palak Paneer;Sambar,103.47;97.08;71.47,Roti;Shahi Paneer;Chana Masala,124.26;103.95;96.21
Jan2024,week1,02/01/2024,Samosa;Puri;Upma,24.02;23.76;24.46,Rice;Curd Rice;Dal Tadka,97.69;77.00;71.00,Roti;Bhindi Fry;Dal Makhani,79.46;113.33;97.85
Jan2024,week1,03/01/2024,Idli;Dosa;Chole Bhature,28.59;31.08;19.12,Rice;Dal Tadka;Chole,79.21;78.49;69.68,Roti;Bhindi Fry;Chana Masala,81.97;97.01;98.84
Jan2024,week1,04/01/2024,Medu Vada;Poha;Upma,19.57;19.10;24.61,Rice;Dal Tadka;Palak Paneer,76.65;101.06;66.69,Roti;Aloo Gobi;Bhindi Fry,86.78;79.07;96.57
Jan2024,week1,05/01/2024,Aloo Paratha;Upma;Puri,45.71;73.32;72.51,Rice;Palak Paneer;Rajma,288.95;268.99;200.42,Roti;Bhindi Fry;Tandoori Roti,236.49;302.20;291.63
Jan2024,week1,06/01/2024,Samosa;Puri;Poha,73.27;76.72;59.01,Rice;Rasam;Palak Paneer,278.37;297.02;218.77,Roti;Paneer Tikka;Chana Masala,307.22;288.25;305.75
Jan2024,week1,07/01/2024,Poha;Puri;Idli,59.49;72.62;89.40,Rice;Mixed Vegetables;Rasam,259.53;271.50;203.00,Roti;Paneer Butter Masala;Dal Makhani,354.37;326.23;293.38
Jan2024,week2,08/01/2024,Medu Vada;Upma;Puri,62.86;72.82;72.93,Rice;Palak Paneer;Dal Tadka,286.60;230.78;219.64,Roti;Paneer Tikka;Aloo Gobi,314.71;276.13;285.83
Jan2024,week2,09/01/2024,Chole Bhature;Idli;Aloo Paratha,60.90;86.69;45.53,Rice;Rasam;Rajma,264.33;260.46;218.24,Roti;Chana Masala;Shahi Paneer,299.33;367.80;309.04
Jan2024,week2,10/01/2024,Samosa;Puri;Poha,75.47;71.59;62.26,Rice;Chole;Sambar,228.33;289.62;218.99,Roti;Dal Makhani;Paneer Butter Masala,319.46;351.90;299.23
Jan2024,week2,11/01/2024,Chole Bhature;Idli;Poha,59.44;93.74;60.96,Rice;Mixed Vegetables;Chole,275.49;249.28;201.08,Roti;Chana Masala;Dal Makhani,306.87;325.94;287.94
Jan2024,week2,12/01/2024,Upma;Samosa;Poha,74.74;75.09;59.58,Rice;Rajma;Sambar,282.88;297.22;218.12,Roti;Shahi Paneer;Aloo Gobi,350.83;263.78;305.28
Jan2024,week2,13/01/2024,Upma;Puri;Aloo Paratha,74.18;72.00;45.93,Rice;Curd Rice;Rasam,297.93;269.68;200.87,Roti;Aloo Gobi;Tandoori Roti,259.25;308.16;312.14
Jan2024,week2,14/01/2024,Poha;Aloo Paratha;Chole Bhature,60.91;45.32;59.52,Rice;Curd Rice;Chole,295.59;244.95;200.01,Roti;Tandoori Roti;Bhindi Fry,308.44;231.17;293.52
Jan2024,week3,15/01/2024,Samosa;Puri;Upma,74.44;78.30;77.81,Rice;Mixed Vegetables;Palak Paneer,264.73;309.11;218.29,Roti;Tandoori Roti;Dal Makhani,309.31;323.86;294.11
Jan2024,week3,16/01/2024,Idli;Chole Bhature;Medu Vada,87.84;59.49;59.78,Rice;Mixed Vegetables;Chole,278.89;241.75;218.31,Roti;Dal Makhani;Aloo Gobi,317.52;258.09;308.39
Jan2024,week3,17/01/2024,Puri;Chole Bhature;Poha,78.12;60.46;61.97,Rice;Sambar;Chole,314.89;235.94;208.34,Roti;Shahi Paneer;Paneer Tikka,358.68;302.07;285.27
Jan2024,week3,18/01/2024,Poha;Samosa;Idli,62.55;76.93;90.43,Rice;Palak Paneer;Curd Rice,312.11;297.45;202.84,Roti;Paneer Butter Masala;Dal Makhani,363.19;324.62;294.57
Jan2024,week3,19/01/2024,Medu Vada;Dosa;Idli,57.06;92.93;90.85,Rice;Dal Tadka;Rasam,246.32;272.53;201.22,Roti;Aloo Gobi;Bhindi Fry,283.11;234.25;311.56
Jan2024,week3,20/01/2024,Samosa;Puri;Poha,75.94;75.13;59.19,Rice;Dal Tadka;Mixed Vegetables,236.57;275.42;203.92,Roti;Paneer Tikka;Tandoori Roti,296.43;308.42;301.78
Jan2024,week3,21/01/2024,Medu Vada;Samosa;Chole Bhature,59.53;71.46;57.84,Rice;Palak Paneer;Chole,304.07;239.10;206.46,Roti;Tandoori Roti;Bhindi Fry,297.36;243.90;287.21
Jan2024,week4,22/01/2024,Upma;Idli;Puri,74.13;91.48;72.39,Rice;Curd Rice;Palak Paneer,310.95;286.60;204.48,Roti;Paneer Butter Masala;Chana Masala,371.46;288.44;311.80
Jan2024,week4,23/01/2024,Samosa;Aloo Paratha;Upma,72.17;45.78;76.20,Rice;Dal Tadka;Sambar,243.06;304.73;216.42,Roti;Tandoori Roti;Paneer Tikka,302.73;301.07;301.62
Jan2024,week4,24/01/2024,Aloo Paratha;Poha;Upma,47.16;60.08;76.27,Rice;Curd Rice;Mixed Vegetables,295.18;274.74;203.81,Roti;Tandoori Roti;Dal Makhani,288.49;342.37;314.49
Jan2024,week4,25/01/2024,Samosa;Aloo Paratha;Chole Bhature,78.24;46.31;59.63,Rice;Mixed Vegetables;Palak Paneer,269.26;311.15;217.39,Roti;Tandoori Roti;Paneer Tikka,291.77;310.82;306.96
Jan2024,week4,26/01/2024,Puri;Medu Vada;Aloo Paratha,72.66;58.00;43.72,Rice;Mixed Vegetables;Rasam,279.36;268.26;211.85,Roti;Tandoori Roti;Paneer Butter Masala,304.74;351.46;308.35
Jan2024,week4,27/01/2024,Chole Bhature;Medu Vada;Poha,62.17;60.81;61.05,Rice;Mixed Vegetables;Curd Rice,256.88;312.16;212.03,Roti;Dal Makhani;Paneer Butter Masala,330.19;362.98;295.77
Jan2024,week4,28/01/2024,Upma;Medu Vada;Dosa,74.63;61.41;93.80,Rice;Mixed Vegetables;Rasam,263.55;274.27;206.06,Roti;Bhindi Fry;Tandoori Roti,232.94;299.02;294.26
Jan2024,week5,29/01/2024,Chole Bhature;Medu Vada;Samosa,59.09;59.09;77.50,Rice;Mixed Vegetables;Rajma,264.40;271.28;205.62,Roti;Dal Makhani;Tandoori Roti,337.64;294.68;288.81
Jan2024,week5,30/01/2024,Poha;Aloo Paratha;Medu Vada,59.79;45.76;59.15,Rice;Sambar;Rasam,286.76;264.05;207.23,Roti;Shahi Paneer;Paneer Tikka,353.28;311.48;303.43
Jan2024,week5,31/01/2024,Upma;Samosa;Medu Vada,73.43;77.88;61.39,Rice;Chole;Palak Paneer,237.67;297.76;201.34,Roti;Tandoori Roti;Paneer Tikka,298.98;289.04;285.93
Feb2024,week1,01/02/2024,Puri;Upma;Chole Bhature,76.56;74.85;59.68,Rice;Curd Rice;Rasam,314.06;267.69;201.47,Roti;Dal Makhani;Chana Masala,319.57;306.62;295.98
Feb2024,week1,02/02/2024,Aloo Paratha;Samosa;Medu Vada,42.83;76.33;60.64,Rice;Chole;Sambar,247.36;294.49;203.77,Roti;Bhindi Fry;Tandoori Roti,251.42;311.74;309.18
Feb2024,week1,03/02/2024,Poha;Samosa;Puri,59.69;78.73;78.73,Rice;Dal Tadka;Palak Paneer,230.03;298.20;209.81,Roti;Paneer Tikka;Bhindi Fry,306.44;229.89;304.60
Feb2024,week1,04/02/2024,Puri;Aloo Paratha;Poha,75.60;43.76;61.78,Rice;Rajma;Dal Tadka,270.19;245.09;200.96,Roti;Dal Makhani;Aloo Gobi,343.18;264.21;311.03
Feb2024,week1,05/02/2024,Aloo Paratha;Dosa;Upma,43.92;90.03;75.77,Rice;Dal Tadka;Sambar,244.55;295.55;216.94,Roti;Bhindi Fry;Shahi Paneer,244.34;349.96;309.22
Feb2024,week1,06/02/2024,Medu Vada;Upma;Idli,61.24;77.41;93.45,Rice;Mixed Vegetables;Rajma,275.68;278.66;210.43,Roti;Paneer Tikka;Shahi Paneer,291.76;350.67;285.14
Feb2024,week1,07/02/2024,Chole Bhature;Upma;Puri,62.19;74.54;76.59,Rice;Dal Tadka;Rasam,249.52;266.31;212.37,Roti;Aloo Gobi;Shahi Paneer,280.36;354.35;311.46
Feb2024,week2,08/02/2024,Idli;Samosa;Upma,90.87;76.20;72.74,Rice;Curd Rice;Rasam,296.35;270.97;204.37,Roti;Aloo Gobi;Chana Masala,275.82;293.71;310.45
Feb2024,week2,09/02/2024,Puri;Poha;Medu Vada,77.15;59.28;61.39,Rice;Rajma;Mixed Vegetables,262.11;259.81;207.42,Roti;Paneer Butter Masala;Tandoori Roti,367.07;308.18;293.75
Feb2024,week2,10/02/2024,Samosa;Chole Bhature;Dosa,75.95;60.68;87.71,Rice;Rajma;Mixed Vegetables,272.66;260.86;219.58,Roti;Dal Makhani;Paneer Butter Masala,321.38;353.22;286.36
Feb2024,week2,11/02/2024,Poha;Dosa;Upma,61.42;93.38;74.29,Rice;Dal Tadka;Chole,237.83;247.71;214.72,Roti;Chana Masala;Bhindi Fry,312.31;245.32;290.76
Feb2024,week2,12/02/2024,Samosa;Medu Vada;Dosa,77.44;60.21;90.21,Rice;Rajma;Chole,276.58;241.09;200.36,Roti;Bhindi Fry;Tandoori Roti,248.33;301.10;290.33
Feb2024,week2,13/02/2024,Medu Vada;Samosa;Idli,62.29;71.64;87.18,Rice;Palak Paneer;Mixed Vegetables,291.60;277.22;206.10,Roti;Chana Masala;Paneer Butter Masala,293.70;346.52;311.18
Feb2024,week2,14/02/2024,Dosa;Chole Bhature;Samosa,93.53;59.51;78.33,Rice;Dal Tadka;Curd Rice,251.64;298.51;217.11,Roti;Chana Masala;Shahi Paneer,312.77;374.32;294.37
Feb2024,week3,15/02/2024,Poha;Aloo Paratha;Puri,58.60;42.99;73.88,Rice;Mixed Vegetables;Curd Rice,272.49;307.64;210.66,Roti;Chana Masala;Aloo Gobi,298.41;283.34;311.77
Feb2024,week3,16/02/2024,Poha;Samosa;Medu Vada,57.88;71.57;59.45,Rice;Dal Tadka;Mixed Vegetables,231.32;279.43;201.93,Roti;Bhindi Fry;Shahi Paneer,229.60;351.83;309.05
Feb2024,week3,17/02/2024,Chole Bhature;Aloo Paratha;Poha,60.17;46.38;57.85,Rice;Chole;Sambar,251.52;292.09;211.78,Roti;Paneer Tikka;Dal Makhani,309.32;319.91;290.81
Feb2024,week3,18/02/2024,Dosa;Medu Vada;Puri,88.05;61.74;77.61,Rice;Mixed Vegetables;Curd Rice,276.11;292.53;219.51,Roti;Paneer Butter Masala;Chana Masala,343.36;291.95;300.51
Feb2024,week3,19/02/2024,Samosa;Dosa;Aloo Paratha,75.64;91.28;44.61,Rice;Palak Paneer;Curd Rice,308.73;305.01;204.90,Roti;Paneer Butter Masala;Paneer Tikka,377.12;314.15;286.25
Feb2024,week3,20/02/2024,Samosa;Upma;Aloo Paratha,78.38;71.93;46.34,Rice;Dal Tadka;Sambar,230.46;297.61;210.69,Roti;Dal Makhani;Shahi Paneer,331.56;347.37;297.22
Feb2024,week3,21/02/2024,Idli;Medu Vada;Aloo Paratha,88.41;58.04;43.64,Rice;Curd Rice;Rasam,298.08;279.43;217.97,Roti;Paneer Tikka;Dal Makhani,294.97;315.07;313.79
Feb2024,week4,22/02/2024,Puri;Idli;Upma,77.61;91.39;78.68,Rice;Chole;Rajma,236.19;272.61;205.74,Roti;Shahi Paneer;Chana Masala,368.80;286.94;304.60
Feb2024,week4,23/02/2024,Upma;Chole Bhature;Poha,73.54;60.07;62.76,Rice;Dal Tadka;Curd Rice,246.74;286.64;218.30,Roti;Chana Masala;Tandoori Roti,300.05;305.36;313.07
Feb2024,week4,24/02/2024,Medu Vada;Samosa;Chole Bhature,60.71;77.08;59.69,Rice;Dal Tadka;Rasam,251.25;267.40;210.30,Roti;Chana Masala;Tandoori Roti,287.67;288.93;308.79
Feb2024,week4,25/02/2024,Chole Bhature;Poha;Upma,20.75;20.87;25.52,Rice;Rajma;Sambar,89.63;103.90;73.34,Roti;Aloo Gobi;Dal Makhani,89.37;110.96;100.03
Feb2024,week4,26/02/2024,Upma;Aloo Paratha;Idli,26.12;14.34;30.68,Rice;Sambar;Rajma,95.90;87.79;73.20,Roti;Paneer Tikka;Paneer Butter Masala,98.37;125.64;97.50
Feb2024,week4,27/02/2024,Aloo Paratha;Dosa;Puri,14.88;28.82;25.33,Rice;Rasam;Rajma,89.81;89.52;70.28,Roti;Tandoori Roti;Shahi Paneer,100.49;114.87;95.71
Feb2024,week4,28/02/2024,Aloo Paratha;Poha;Samosa,15.11;20.31;24.67,Rice;Dal Tadka;Sambar,83.54;100.21;68.69,Roti;Tandoori Roti;Aloo Gobi,99.08;92.50;101.75
Feb2024,week5,29/02/2024,Aloo Paratha;Dosa;Chole Bhature,15.08;31.03;20.26,Rice;Chole;Palak Paneer,82.54;99.81;70.18,Roti;Paneer Tikka;Chana Masala,101.33;100.43;99.09
Mar2024,week1,01/03/2024,Samosa;Puri;Aloo Paratha,25.18;26.01;15.53,Rice;Curd Rice;Rasam,104.26;93.14;67.08,Roti;Shahi Paneer;Aloo Gobi,119.63;88.78;102.61
Mar2024,week1,02/03/2024,Poha;Medu Vada;Chole Bhature,20.59;20.21;20.53,Rice;Chole;Curd Rice,79.58;103.07;73.34,Roti;Chana Masala;Aloo Gobi,99.31;93.65;96.64
Mar2024,week1,03/03/2024,Chole Bhature;Poha;Samosa,19.45;20.24;24.05,Rice;Mixed Vegetables;Chole,91.52;79.84;71.54,Roti;Chana Masala;Bhindi Fry,100.88;76.84;97.06
Mar2024,week1,04/03/2024,Aloo Paratha;Chole Bhature;Puri,46.74;60.70;76.78,Rice;Palak Paneer;Rasam,307.64;265.09;219.40,Roti;Aloo Gobi;Bhindi Fry,275.08;246.65;289.39
Mar2024,week1,05/03/2024,Upma;Medu Vada;Aloo Paratha,78.14;57.89;43.02,Rice;Mixed Vegetables;Dal Tadka,262.35;240.62;211.69,Roti;Paneer Tikka;Paneer Butter Masala,291.26;375.10;297.68
Mar2024,week1,06/03/2024,Puri;Poha;Idli,76.76;59.11;88.96,Rice;Sambar;Dal Tadka,310.13;238.45;219.30,Roti;Paneer Butter Masala;Tandoori Roti,359.71;297.37;298.39
Mar2024,week1,07/03/2024,Chole Bhature;Upma;Samosa,62.01;76.86;76.66,Rice;Chole;Palak Paneer,229.13;295.88;215.79,Roti;Bhindi Fry;Shahi Paneer,238.86;370.61;295.02
Mar2024,week2,08/03/2024,Aloo Paratha;Chole Bhature;Upma,44.11;59.34;72.85,Rice;Sambar;Chole,300.14;234.09;201.28,Roti;Dal Makhani;Tandoori Roti,317.61;299.23;312.71
Mar2024,week2,09/03/2024,Upma;Puri;Dosa,78.26;74.56;86.68,Rice;Curd Rice;Rasam,292.37;279.61;218.06,Roti;Dal Makhani;Paneer Tikka,328.10;296.23;299.27
Mar2024,week2,10/03/2024,Upma;Aloo Paratha;Samosa,74.51;44.72;74.64,Rice;Curd Rice;Rajma,292.78;265.44;209.90,Roti;Paneer Butter Masala;Dal Makhani,369.12;340.40;300.73
Mar2024,week2,11/03/2024,Idli;Samosa;Dosa,85.74;75.46;87.10,Rice;Chole;Curd Rice,234.44;310.29;202.50,Roti;Aloo Gobi;Bhindi Fry,268.21;245.49;292.04
Mar2024,week2,12/03/2024,Chole Bhature;Dosa;Puri,58.63;91.87;73.88,Rice;Sambar;Chole,299.54;236.93;217.83,Roti;Dal Makhani;Aloo Gobi,314.96;276.39;307.28
Mar2024,week2,13/03/2024,Puri;Chole Bhature;Poha,72.01;62.47;59.56,Rice;Curd Rice;Dal Tadka,286.73;240.16;214.50,Roti;Paneer Tikka;Bhindi Fry,299.27;237.71;288.35
Mar2024,week2,14/03/2024,Poha;Upma;Samosa,57.49;76.17;76.49,Rice;Dal Tadka;Rajma,247.79;264.00;220.40,Roti;Shahi Paneer;Bhindi Fry,361.92;241.11;300.43
Mar2024,week3,15/03/2024,Dosa;Aloo Paratha;Upma,87.79;46.49;77.16,Rice;Dal Tadka;Curd Rice,243.55;299.01;212.95,Roti;Paneer Tikka;Paneer Butter Masala,308.56;350.46;289.42
Mar2024,week3,16/03/2024,Samosa;Upma;Idli,71.54;72.39;93.04,Rice;Chole;Dal Tadka,235.42;242.02;219.68,Roti;Bhindi Fry;Aloo Gobi,246.59;271.52;304.79
Mar2024,week3,17/03/2024,Samosa;Idli;Chole Bhature,71.48;92.37;57.15,Rice;Curd Rice;Mixed Vegetables,306.99;269.56;219.44,Roti;Tandoori Roti;Dal Makhani,289.68;326.86;297.53
Mar2024,week3,18/03/2024,Chole Bhature;Upma;Idli,57.41;73.78;89.11,Rice;Rasam;Palak Paneer,258.81;306.74;208.70,Roti;Shahi Paneer;Aloo Gobi,352.37;278.87;287.72
Mar2024,week3,19/03/2024,Idli;Chole Bhature;Samosa,92.23;59.28;75.13,Rice;Chole;Curd Rice,231.31;307.82;210.52,Roti;Aloo Gobi;Chana Masala,264.64;298.78;285.07
Mar2024,week3,20/03/2024,Samosa;Chole Bhature;Medu Vada,76.84;62.04;57.39,Rice;Dal Tadka;Rajma,230.42;274.93;203.38,Roti;Bhindi Fry;Dal Makhani,242.61;345.59;291.95
Mar2024,week3,21/03/2024,Chole Bhature;Aloo Paratha;Poha,57.14;45.93;61.49,Rice;Curd Rice;Rasam,304.49;271.75;212.28,Roti;Bhindi Fry;Paneer Tikka,232.46;285.40;296.62
Mar2024,week4,22/03/2024,Idli;Chole Bhature;Aloo Paratha,86.48;60.51;44.60,Rice;Rasam;Sambar,268.33;311.51;203.07,Roti;Tandoori Roti;Paneer Tikka,293.91;304.14;290.10
Mar2024,week4,23/03/2024,Puri;Aloo Paratha;Medu Vada,72.74;43.42;60.78,Rice;Rajma;Palak Paneer,281.00;286.78;214.54,Roti;Shahi Paneer;Aloo Gobi,377.30;269.45;291.39
Mar2024,week4,24/03/2024,Samosa;Idli;Poha,74.14;91.31;60.40,Rice;Mixed Vegetables;Sambar,266.76;305.14;204.12,Roti;Aloo Gobi;Dal Makhani,257.27;325.26;313.62
Mar2024,week4,25/03/2024,Chole Bhature;Medu Vada;Dosa,58.05;62.88;86.27,Rice;Chole;Rajma,242.40;277.69;209.41,Roti;Aloo Gobi;Bhindi Fry,266.52;246.98;289.06
Mar2024,week4,26/03/2024,Poha;Puri;Aloo Paratha,59.88;77.88;44.45,Rice;Curd Rice;Sambar,311.62;301.58;219.23,Roti;Tandoori Roti;Paneer Butter Masala,306.15;367.66;311.66
Mar2024,week4,27/03/2024,Upma;Poha;Samosa,71.82;60.41;77.63,Rice;Dal Tadka;Mixed Vegetables,239.15;267.36;206.74,Roti;Paneer Tikka;Aloo Gobi,291.98;261.55;311.14
Mar2024,week4,28/03/2024,Medu Vada;Idli;Puri,60.56;87.31;77.55,Rice;Curd Rice;Dal Tadka,308.94;229.40;211.85,Roti;Paneer Butter Masala;Chana Masala,371.92;311.81;296.66
Mar2024,week5,29/03/2024,Aloo Paratha;Chole Bhature;Idli,46.15;59.26;87.00,Rice;Curd Rice;Mixed Vegetables,300.35;264.32;219.96,Roti;Chana Masala;Dal Makhani,292.05;321.21;294.48
Mar2024,week5,30/03/2024,Aloo Paratha;Upma;Puri,46.51;75.75;74.95,Rice;Mixed Vegetables;Rasam,256.71;276.09;204.43,Roti;Paneer Tikka;Dal Makhani,285.33;324.40;290.76
Mar2024,week5,31/03/2024,Chole Bhature;Aloo Paratha;Puri,60.20;42.96;75.61,Rice;Mixed Vegetables;Sambar,265.81;288.52;210.15,Roti;Paneer Butter Masala;Dal Makhani,359.79;342.31;289.74
Apr2024,week1,01/04/2024,Aloo Paratha;Chole Bhature;Medu Vada,46.61;61.18;62.66,Rice;Chole;Sambar,229.71;299.98;212.78,Roti;Chana Masala;Tandoori Roti,291.77;308.91;309.83
Apr2024,week1,02/04/2024,Puri;Idli;Dosa,78.27;91.80;88.23,Rice;Mixed Vegetables;Sambar,280.28;313.81;210.39,Roti;Aloo Gobi;Paneer Butter Masala,271.55;364.84;287.64
Apr2024,week1,03/04/2024,Poha;Upma;Samosa,62.15;74.95;73.26,Rice;Curd Rice;Rajma,307.49;264.91;216.69,Roti;Shahi Paneer;Chana Masala,352.34;313.73;287.22
Apr2024,week1,04/04/2024,Dosa;Medu Vada;Upma,87.09;59.38;71.46,Rice;Curd Rice;Rasam,314.36;283.22;218.46,Roti;Paneer Butter Masala;Shahi Paneer,357.26;343.05;297.23
Apr2024,week1,05/04/2024,Idli;Aloo Paratha;Samosa,94.39;46.27;77.02,Rice;Chole;Sambar,243.31;305.76;201.67,Roti;Chana Masala;Aloo Gobi,302.94;269.67;299.50
Apr2024,week1,06/04/2024,Puri;Poha;Medu Vada,73.85;60.35;62.34,Rice;Sambar;Rasam,310.36;257.20;217.58,Roti;Tandoori Roti;Bhindi Fry,288.21;251.38;302.39
Apr2024,week1,07/04/2024,Upma;Poha;Chole Bhature,73.57;58.71;59.02,Rice;Chole;Mixed Vegetables,236.75;274.62;210.41,Roti;Aloo Gobi;Chana Masala,261.36;304.06;289.43
Apr2024,week2,08/04/2024,Samosa;Dosa;Aloo Paratha,76.81;89.17;46.73,Rice;Curd Rice;Mixed Vegetables,304.54;264.68;211.58,Roti;Paneer Tikka;Bhindi Fry,305.32;236.31;304.62
Apr2024,week2,09/04/2024,Upma;Aloo Paratha;Poha,72.04;44.75;59.79,Rice;Palak Paneer;Rajma,292.58;257.15;199.98,Roti;Aloo Gobi;Paneer Butter Masala,266.03;346.90;291.20
Apr2024,week2,10/04/2024,Chole Bhature;Puri;Idli,58.85;78.11;91.88,Rice;Mixed Vegetables;Palak Paneer,282.55;290.68;211.28,Roti;Shahi Paneer;Bhindi Fry,365.67;230.85;301.26
Apr2024,week2,11/04/2024,Idli;Aloo Paratha;Poha,89.13;42.80;61.49,Rice;Rasam;Rajma,267.67;276.13;210.92,Roti;Paneer Tikka;Shahi Paneer,303.24;342.13;299.08
Apr2024,week2,12/04/2024,Idli;Upma;Poha,93.97;71.99;58.93,Rice;Rajma;Mixed Vegetables,281.72;278.30;213.65,Roti;Paneer Tikka;Aloo Gobi,294.48;276.57;305.75
Apr2024,week2,13/04/2024,Puri;Poha;Dosa,72.40;58.12;94.24,Rice;Chole;Palak Paneer,244.15;306.83;206.98,Roti;Chana Masala;Paneer Tikka,292.26;299.40;294.79
Apr2024,week2,14/04/2024,Aloo Paratha;Medu Vada;Upma,45.70;60.26;75.62,Rice;Dal Tadka;Sambar,245.43;312.07;215.36,Roti;Aloo Gobi;Bhindi Fry,262.49;239.19;288.33
