Week,Date Range,Meal,Dish Name,Quantity (kg)
Apr2024_week1,01/04/2024-07/04/2024,Breakfast,Idli,186.19
Apr2024_week1,01/04/2024-07/04/2024,Breakfast,Medu Vada,184.38
Apr2024_week1,01/04/2024-07/04/2024,Lunch,Rice,1922.26
Apr2024_week1,01/04/2024-07/04/2024,Lunch,Sambar,882.04
Apr2024_week1,01/04/2024-07/04/2024,Lunch,Chole,880.36
Apr2024_week1,01/04/2024-07/04/2024,Dinner,Roti,2125.43
Apr2024_week1,01/04/2024-07/04/2024,Dinner,Chana Masala,1155.23
Apr2024_week1,01/04/2024-07/04/2024,Dinner,Aloo Gobi,968.4
Apr2024_week2,08/04/2024-14/04/2024,Breakfast,Idli,274.98
Apr2024_week2,08/04/2024-14/04/2024,Breakfast,Poha,238.33
Apr2024_week2,08/04/2024-14/04/2024,Breakfast,Upma,219.65
Apr2024_week2,08/04/2024-14/04/2024,Lunch,Rice,1918.64
Apr2024_week2,08/04/2024-14/04/2024,Lunch,Mixed Vegetables,715.91
Apr2024_week2,08/04/2024-14/04/2024,Lunch,Rajma,689.2
Apr2024_week2,08/04/2024-14/04/2024,Dinner,Roti,2089.49
Apr2024_week2,08/04/2024-14/04/2024,Dinner,Paneer Tikka,1149.8
Apr2024_week2,08/04/2024-14/04/2024,Dinner,Bhindi Fry,894.21
Apr2024_week3,15/04/2024-21/04/2024,Breakfast,Chole Bhature,237.73
Apr2024_week3,15/04/2024-21/04/2024,Breakfast,Puri,223.66
Apr2024_week3,15/04/2024-21/04/2024,Breakfast,Samosa,222.76
Apr2024_week3,15/04/2024-21/04/2024,Lunch,Rice,1957.4
Apr2024_week3,15/04/2024-21/04/2024,Lunch,Rasam,840.87
Apr2024_week3,15/04/2024-21/04/2024,Lunch,Sambar,733.15
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Roti,2153.97
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Aloo Gobi,937.92
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Paneer Tikka,649.74
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Dosa,356.16
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Puri,226.69
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Poha,183.38
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Rice,1891.87
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Sambar,897.29
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Mixed Vegetables,797.56
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Roti,2102.82
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Dal Makhani,1209.37
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Paneer Tikka,1202.73
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Upma,150.57
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Aloo Paratha,90.23
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Poha,62.9
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Rice,538.64
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Chole,297.85
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Curd Rice,265.75
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Roti,628.17
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Shahi Paneer,580.98
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Aloo Gobi,375.74
May2024_week1,01/05/2024-07/05/2024,Breakfast,Upma,228.65
May2024_week1,01/05/2024-07/05/2024,Breakfast,Puri,223.44
May2024_week1,01/05/2024-07/05/2024,Breakfast,Medu Vada,181.71
May2024_week1,01/05/2024-07/05/2024,Lunch,Rice,1931.38
May2024_week1,01/05/2024-07/05/2024,Lunch,Curd Rice,776.73
May2024_week1,01/05/2024-07/05/2024,Lunch,Rajma,721.07
May2024_week1,01/05/2024-07/05/2024,Dinner,Roti,2344.59
May2024_week1,01/05/2024-07/05/2024,Dinner,Aloo Gobi,900.61
May2024_week1,01/05/2024-07/05/2024,Dinner,Shahi Paneer,871.5
May2024_week2,08/05/2024-14/05/2024,Breakfast,Idli,360.28
May2024_week2,08/05/2024-14/05/2024,Breakfast,Puri,220.54
May2024_week2,08/05/2024-14/05/2024,Breakfast,Chole Bhature,182.67
May2024_week2,08/05/2024-14/05/2024,Lunch,Rice,1960.5
May2024_week2,08/05/2024-14/05/2024,Lunch,Curd Rice,664.15
May2024_week2,08/05/2024-14/05/2024,Lunch,Rasam,595.36
May2024_week2,08/05/2024-14/05/2024,Dinner,Roti,2175.87
May2024_week2,08/05/2024-14/05/2024,Dinner,Shahi Paneer,1236.39
May2024_week2,08/05/2024-14/05/2024,Dinner,Tandoori Roti,692.59
May2024_week3,15/05/2024-21/05/2024,Breakfast,Upma,379.51
May2024_week3,15/05/2024-21/05/2024,Breakfast,Idli,273.92
May2024_week3,15/05/2024-21/05/2024,Breakfast,Puri,224.46
May2024_week3,15/05/2024-21/05/2024,Lunch,Rice,1989.59
May2024_week3,15/05/2024-21/05/2024,Lunch,Sambar,763.46
May2024_week3,15/05/2024-21/05/2024,Lunch,Mixed Vegetables,685.42
May2024_week3,15/05/2024-21/05/2024,Dinner,Roti,2507.01
May2024_week3,15/05/2024-21/05/2024,Dinner,Paneer Butter Masala,1584.17
May2024_week3,15/05/2024-21/05/2024,Dinner,Shahi Paneer,975.35
May2024_week4,22/05/2024-28/05/2024,Breakfast,Upma,309.05
May2024_week4,22/05/2024-28/05/2024,Breakfast,Samosa,300.57
May2024_week4,22/05/2024-28/05/2024,Breakfast,Puri,299.6
May2024_week4,22/05/2024-28/05/2024,Lunch,Rice,1986.04
May2024_week4,22/05/2024-28/05/2024,Lunch,Mixed Vegetables,779.47
May2024_week4,22/05/2024-28/05/2024,Lunch,Palak Paneer,729.0
May2024_week4,22/05/2024-28/05/2024,Dinner,Roti,2221.98
May2024_week4,22/05/2024-28/05/2024,Dinner,Tandoori Roti,1141.44
May2024_week4,22/05/2024-28/05/2024,Dinner,Paneer Butter Masala,652.04
May2024_week5,29/05/2024-31/05/2024,Breakfast,Idli,177.93
May2024_week5,29/05/2024-31/05/2024,Breakfast,Chole Bhature,124.84
May2024_week5,29/05/2024-31/05/2024,Breakfast,Dosa,91.99
May2024_week5,29/05/2024-31/05/2024,Lunch,Rice,778.9
May2024_week5,29/05/2024-31/05/2024,Lunch,Rajma,585.9
May2024_week5,29/05/2024-31/05/2024,Lunch,Dal Tadka,274.94
May2024_week5,29/05/2024-31/05/2024,Dinner,Roti,951.94
May2024_week5,29/05/2024-31/05/2024,Dinner,Tandoori Roti,642.73
May2024_week5,29/05/2024-31/05/2024,Dinner,Paneer Butter Masala,309.95
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Medu Vada,363.14
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Chole Bhature,239.75
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Puri,229.56
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Rice,2027.92
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Palak Paneer,785.51
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Chole,699.68
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Roti,2136.94
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Tandoori Roti,920.2
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Aloo Gobi,862.36
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Dosa,362.79
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Poha,239.19
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Medu Vada,181.45
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Rice,1934.65
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Mixed Vegetables,796.68
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Sambar,671.08
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Roti,2150.12
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Chana Masala,1211.67
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Bhindi Fry,911.77
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Puri,298.42
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Dosa,267.96
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Idli,266.68
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Rice,1833.65
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Mixed Vegetables,596.19
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Chole,588.84
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Roti,2341.55
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Paneer Butter Masala,1257.12
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Shahi Paneer,946.49
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Idli,362.17
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Puri,301.76
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Upma,301.25
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Rice,1801.43
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Mixed Vegetables,869.87
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Dal Tadka,798.71
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Roti,1947.56
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Bhindi Fry,1349.9
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Dal Makhani,607.48
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Dosa,181.47
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Chole Bhature,121.35
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Samosa,74.11
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Rice,583.84
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Curd Rice,257.79
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Rasam,235.12
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Roti,583.14
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Chana Masala,310.82
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Paneer Tikka,299.19
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Upma,304.91
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Dosa,266.91
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Puri,228.61
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Rice,2062.64
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Sambar,994.59
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Curd Rice,655.29
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Roti,2327.44
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Paneer Butter Masala,963.09
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Shahi Paneer,630.35
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Puri,375.24
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Samosa,224.78
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Upma,221.59
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Rice,1883.36
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Rajma,835.83
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Dal Tadka,738.92
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Roti,2153.85
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Paneer Tikka,1414.62
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Bhindi Fry,873.01
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Dosa,265.09
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Idli,263.98
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Samosa,222.9
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Rice,1805.91
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Chole,1010.14
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Dal Tadka,582.66
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Roti,2024.29
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Dal Makhani,1180.81
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Paneer Tikka,1122.79
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Upma,299.66
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Poha,298.03
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Puri,229.13
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Rice,1915.29
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Sambar,779.55
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Palak Paneer,693.97
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Roti,2190.95
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Bhindi Fry,1151.61
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Shahi Paneer,862.04
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Idli,181.59
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Dosa,178.83
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Medu Vada,116.39
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Rice,849.39
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Palak Paneer,507.07
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Rajma,289.9
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Roti,853.9
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Paneer Tikka,647.25
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Bhindi Fry,302.74
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Idli,352.22
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Samosa,299.08
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Chole Bhature,244.03
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Rice,1972.14
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Palak Paneer,723.35
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Chole,626.83
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Roti,2194.62
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Dal Makhani,1211.83
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Tandoori Roti,943.09
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Idli,357.55
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Dosa,273.47
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Poha,241.76
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Rice,1942.54
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Curd Rice,740.39
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Mixed Vegetables,710.31
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Roti,2158.52
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Chana Masala,1542.26
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Aloo Gobi,827.1
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Idli,274.02
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Dosa,273.75
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Upma,218.73
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Rice,1925.58
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Palak Paneer,559.09
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Dal Tadka,539.68
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Roti,2115.21
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Aloo Gobi,1118.93
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Bhindi Fry,871.99
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Dosa,358.73
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Idli,269.91
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Upma,221.69
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Rice,1840.68
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Rajma,664.06
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Rasam,578.74
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Roti,2136.77
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Chana Masala,939.63
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Bhindi Fry,910.04
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Dosa,174.67
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Chole Bhature,119.39
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Aloo Paratha,89.92
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Rice,843.76
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Dal Tadka,408.15
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Palak Paneer,259.21
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Roti,1001.51
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Shahi Paneer,625.7
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Chana Masala,313.9
