Week,Date Range,Meal,Dish Name,Quantity (kg)
Mar2024_week5,29/03/2024-31/03/2024,Lunch,Rasam,204.43
Mar2024_week5,29/03/2024-31/03/2024,Lunch,Sambar,210.15
Mar2024_week5,29/03/2024-31/03/2024,Lunch,Curd Rice,264.32
Mar2024_week5,29/03/2024-31/03/2024,Dinner,Chana Masala,321.21
Mar2024_week5,29/03/2024-31/03/2024,Dinner,Paneer Tikka,324.4
Mar2024_week5,29/03/2024-31/03/2024,Dinner,Paneer Butter Masala,342.31
Apr2024_week1,01/04/2024-07/04/2024,Breakfast,Aloo Paratha,92.88
Apr2024_week1,01/04/2024-07/04/2024,Breakfast,Chole Bhature,120.2
Apr2024_week1,01/04/2024-07/04/2024,Breakfast,Samosa,150.28
Apr2024_week1,01/04/2024-07/04/2024,Lunch,Rajma,216.69
Apr2024_week1,01/04/2024-07/04/2024,Lunch,Rasam,436.04
Apr2024_week1,01/04/2024-07/04/2024,Lunch,Mixed Vegetables,524.22
Apr2024_week1,01/04/2024-07/04/2024,Dinner,Bhindi Fry,302.39
Apr2024_week1,01/04/2024-07/04/2024,Dinner,Tandoori Roti,561.21
Apr2024_week1,01/04/2024-07/04/2024,Dinner,Shahi Paneer,610.96
Apr2024_week2,08/04/2024-14/04/2024,Breakfast,Chole Bhature,58.85
Apr2024_week2,08/04/2024-14/04/2024,Breakfast,Medu Vada,60.26
Apr2024_week2,08/04/2024-14/04/2024,Breakfast,Samosa,76.81
Apr2024_week2,08/04/2024-14/04/2024,Lunch,Sambar,215.36
Apr2024_week2,08/04/2024-14/04/2024,Lunch,Curd Rice,264.68
Apr2024_week2,08/04/2024-14/04/2024,Lunch,Rasam,276.13
Apr2024_week2,08/04/2024-14/04/2024,Dinner,Paneer Butter Masala,291.2
Apr2024_week2,08/04/2024-14/04/2024,Dinner,Chana Masala,299.4
Apr2024_week2,08/04/2024-14/04/2024,Dinner,Shahi Paneer,529.93
Apr2024_week3,15/04/2024-21/04/2024,Breakfast,Aloo Paratha,86.91
Apr2024_week3,15/04/2024-21/04/2024,Breakfast,Dosa,89.88
Apr2024_week3,15/04/2024-21/04/2024,Breakfast,Idli,90.95
Apr2024_week3,15/04/2024-21/04/2024,Lunch,Chole,205.93
Apr2024_week3,15/04/2024-21/04/2024,Lunch,Dal Tadka,469.39
Apr2024_week3,15/04/2024-21/04/2024,Lunch,Rajma,489.0
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Paneer Butter Masala,285.4
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Tandoori Roti,581.31
Apr2024_week3,15/04/2024-21/04/2024,Dinner,Shahi Paneer,583.36
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Medu Vada,60.95
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Upma,77.5
Apr2024_week4,22/04/2024-28/04/2024,Breakfast,Chole Bhature,118.9
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Palak Paneer,497.4
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Dal Tadka,600.32
Apr2024_week4,22/04/2024-28/04/2024,Lunch,Rajma,691.25
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Chana Masala,313.94
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Paneer Butter Masala,337.18
Apr2024_week4,22/04/2024-28/04/2024,Dinner,Aloo Gobi,610.0
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Medu Vada,62.09
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Poha,62.9
Apr2024_week5,29/04/2024-30/04/2024,Breakfast,Aloo Paratha,90.23
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Palak Paneer,205.58
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Rajma,207.97
Apr2024_week5,29/04/2024-30/04/2024,Lunch,Curd Rice,265.75
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Paneer Butter Masala,373.58
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Aloo Gobi,375.74
Apr2024_week5,29/04/2024-30/04/2024,Dinner,Shahi Paneer,580.98
May2024_week1,01/05/2024-07/05/2024,Breakfast,Aloo Paratha,44.53
May2024_week1,01/05/2024-07/05/2024,Breakfast,Poha,118.81
May2024_week1,01/05/2024-07/05/2024,Breakfast,Samosa,146.96
May2024_week1,01/05/2024-07/05/2024,Lunch,Dal Tadka,203.38
May2024_week1,01/05/2024-07/05/2024,Lunch,Rasam,214.66
May2024_week1,01/05/2024-07/05/2024,Lunch,Palak Paneer,464.73
May2024_week1,01/05/2024-07/05/2024,Dinner,Tandoori Roti,297.42
May2024_week1,01/05/2024-07/05/2024,Dinner,Bhindi Fry,303.67
May2024_week1,01/05/2024-07/05/2024,Dinner,Paneer Butter Masala,551.67
May2024_week2,08/05/2024-14/05/2024,Breakfast,Medu Vada,59.06
May2024_week2,08/05/2024-14/05/2024,Breakfast,Samosa,75.98
May2024_week2,08/05/2024-14/05/2024,Breakfast,Dosa,88.71
May2024_week2,08/05/2024-14/05/2024,Lunch,Dal Tadka,292.53
May2024_week2,08/05/2024-14/05/2024,Lunch,Chole,425.64
May2024_week2,08/05/2024-14/05/2024,Lunch,Sambar,428.25
May2024_week2,08/05/2024-14/05/2024,Dinner,Paneer Tikka,285.19
May2024_week2,08/05/2024-14/05/2024,Dinner,Chana Masala,311.41
May2024_week2,08/05/2024-14/05/2024,Dinner,Paneer Butter Masala,603.49
May2024_week3,15/05/2024-21/05/2024,Breakfast,Aloo Paratha,43.57
May2024_week3,15/05/2024-21/05/2024,Breakfast,Poha,59.21
May2024_week3,15/05/2024-21/05/2024,Breakfast,Samosa,78.39
May2024_week3,15/05/2024-21/05/2024,Lunch,Rasam,204.97
May2024_week3,15/05/2024-21/05/2024,Lunch,Curd Rice,212.62
May2024_week3,15/05/2024-21/05/2024,Lunch,Dal Tadka,213.85
May2024_week3,15/05/2024-21/05/2024,Dinner,Dal Makhani,584.77
May2024_week3,15/05/2024-21/05/2024,Dinner,Chana Masala,589.75
May2024_week3,15/05/2024-21/05/2024,Dinner,Tandoori Roti,592.88
May2024_week4,22/05/2024-28/05/2024,Breakfast,Aloo Paratha,43.39
May2024_week4,22/05/2024-28/05/2024,Breakfast,Chole Bhature,57.99
May2024_week4,22/05/2024-28/05/2024,Breakfast,Idli,94.25
May2024_week4,22/05/2024-28/05/2024,Lunch,Chole,219.51
May2024_week4,22/05/2024-28/05/2024,Lunch,Rajma,262.06
May2024_week4,22/05/2024-28/05/2024,Lunch,Rasam,415.96
May2024_week4,22/05/2024-28/05/2024,Dinner,Paneer Tikka,298.31
May2024_week4,22/05/2024-28/05/2024,Dinner,Aloo Gobi,314.26
May2024_week4,22/05/2024-28/05/2024,Dinner,Bhindi Fry,598.68
May2024_week5,29/05/2024-31/05/2024,Breakfast,Aloo Paratha,43.12
May2024_week5,29/05/2024-31/05/2024,Breakfast,Poha,57.92
May2024_week5,29/05/2024-31/05/2024,Breakfast,Upma,75.18
May2024_week5,29/05/2024-31/05/2024,Lunch,Sambar,200.1
May2024_week5,29/05/2024-31/05/2024,Lunch,Rasam,206.04
May2024_week5,29/05/2024-31/05/2024,Lunch,Palak Paneer,215.7
May2024_week5,29/05/2024-31/05/2024,Dinner,Dal Makhani,286.26
May2024_week5,29/05/2024-31/05/2024,Dinner,Chana Masala,296.5
May2024_week5,29/05/2024-31/05/2024,Dinner,Paneer Tikka,301.85
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Aloo Paratha,87.96
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Upma,151.63
Jun2024_week1,01/06/2024-07/06/2024,Breakfast,Dosa,178.16
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Curd Rice,218.42
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Sambar,262.5
Jun2024_week1,01/06/2024-07/06/2024,Lunch,Rajma,280.23
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Paneer Tikka,269.07
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Paneer Butter Masala,307.83
Jun2024_week1,01/06/2024-07/06/2024,Dinner,Bhindi Fry,590.05
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Puri,72.02
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Samosa,74.58
Jun2024_week2,08/06/2024-14/06/2024,Breakfast,Aloo Paratha,85.66
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Rajma,216.42
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Rasam,218.07
Jun2024_week2,08/06/2024-14/06/2024,Lunch,Palak Paneer,258.5
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Tandoori Roti,296.91
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Paneer Butter Masala,306.8
Jun2024_week2,08/06/2024-14/06/2024,Dinner,Shahi Paneer,314.28
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Aloo Paratha,43.76
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Chole Bhature,60.43
Jun2024_week3,15/06/2024-21/06/2024,Breakfast,Medu Vada,116.47
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Dal Tadka,261.3
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Rajma,285.45
Jun2024_week3,15/06/2024-21/06/2024,Lunch,Curd Rice,413.02
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Paneer Tikka,292.73
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Bhindi Fry,309.8
Jun2024_week3,15/06/2024-21/06/2024,Dinner,Tandoori Roti,355.52
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Chole Bhature,60.42
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Poha,62.36
Jun2024_week4,22/06/2024-28/06/2024,Breakfast,Aloo Paratha,92.38
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Sambar,199.66
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Rajma,210.82
Jun2024_week4,22/06/2024-28/06/2024,Lunch,Palak Paneer,273.06
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Chana Masala,243.69
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Paneer Butter Masala,295.71
Jun2024_week4,22/06/2024-28/06/2024,Dinner,Paneer Tikka,323.88
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Medu Vada,62.56
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Samosa,74.11
Jun2024_week5,29/06/2024-30/06/2024,Breakfast,Chole Bhature,121.35
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Dal Tadka,209.38
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Rajma,211.8
Jun2024_week5,29/06/2024-30/06/2024,Lunch,Rasam,235.12
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Tandoori Roti,291.01
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Aloo Gobi,298.66
Jun2024_week5,29/06/2024-30/06/2024,Dinner,Paneer Tikka,299.19
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Medu Vada,59.92
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Samosa,75.32
Jul2024_week1,01/07/2024-07/07/2024,Breakfast,Idli,85.94
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Rajma,214.0
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Palak Paneer,289.34
Jul2024_week1,01/07/2024-07/07/2024,Lunch,Rasam,302.85
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Tandoori Roti,228.01
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Chana Masala,595.24
Jul2024_week1,01/07/2024-07/07/2024,Dinner,Bhindi Fry,595.38
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Medu Vada,60.44
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Aloo Paratha,93.34
Jul2024_week2,08/07/2024-14/07/2024,Breakfast,Dosa,181.03
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Palak Paneer,220.45
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Chole,295.55
Jul2024_week2,08/07/2024-14/07/2024,Lunch,Mixed Vegetables,675.47
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Aloo Gobi,543.13
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Dal Makhani,585.59
Jul2024_week2,08/07/2024-14/07/2024,Dinner,Shahi Paneer,597.4
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Chole Bhature,57.16
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Aloo Paratha,88.57
Jul2024_week3,15/07/2024-21/07/2024,Breakfast,Poha,117.3
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Palak Paneer,207.58
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Rajma,212.56
Jul2024_week3,15/07/2024-21/07/2024,Lunch,Mixed Vegetables,250.69
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Tandoori Roti,342.22
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Shahi Paneer,606.35
Jul2024_week3,15/07/2024-21/07/2024,Dinner,Bhindi Fry,986.87
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Chole Bhature,57.72
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Medu Vada,62.32
Jul2024_week4,22/07/2024-28/07/2024,Breakfast,Aloo Paratha,132.51
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Curd Rice,213.01
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Rajma,217.83
Jul2024_week4,22/07/2024-28/07/2024,Lunch,Rasam,520.31
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Chana Masala,232.36
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Paneer Butter Masala,242.32
Jul2024_week4,22/07/2024-28/07/2024,Dinner,Paneer Tikka,243.75
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Samosa,78.28
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Aloo Paratha,89.85
Jul2024_week5,29/07/2024-31/07/2024,Breakfast,Medu Vada,116.39
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Chole,205.74
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Curd Rice,208.82
Jul2024_week5,29/07/2024-31/07/2024,Lunch,Rasam,234.66
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Aloo Gobi,249.63
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Dal Makhani,291.92
Jul2024_week5,29/07/2024-31/07/2024,Dinner,Chana Masala,297.44
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Dosa,86.76
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Aloo Paratha,93.45
Aug2024_week1,01/08/2024-07/08/2024,Breakfast,Poha,122.43
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Rajma,239.6
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Sambar,278.48
Aug2024_week1,01/08/2024-07/08/2024,Lunch,Dal Tadka,282.51
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Paneer Tikka,323.57
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Chana Masala,527.43
Aug2024_week1,01/08/2024-07/08/2024,Dinner,Bhindi Fry,578.72
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Aloo Paratha,43.91
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Medu Vada,58.71
Aug2024_week2,08/08/2024-14/08/2024,Breakfast,Samosa,75.53
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Palak Paneer,218.78
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Rasam,263.75
Aug2024_week2,08/08/2024-14/08/2024,Lunch,Chole,699.77
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Bhindi Fry,288.68
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Tandoori Roti,335.88
Aug2024_week2,08/08/2024-14/08/2024,Dinner,Dal Makhani,589.87
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Poha,61.45
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Medu Vada,118.62
Aug2024_week3,15/08/2024-21/08/2024,Breakfast,Chole Bhature,121.79
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Rajma,411.09
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Chole,434.09
Aug2024_week3,15/08/2024-21/08/2024,Lunch,Curd Rice,443.57
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Paneer Tikka,311.57
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Dal Makhani,559.45
Aug2024_week3,15/08/2024-21/08/2024,Dinner,Tandoori Roti,563.63
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Puri,71.33
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Samosa,75.97
Aug2024_week4,22/08/2024-28/08/2024,Breakfast,Poha,119.53
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Palak Paneer,212.2
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Sambar,213.97
Aug2024_week4,22/08/2024-28/08/2024,Lunch,Dal Tadka,287.68
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Tandoori Roti,288.93
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Dal Makhani,357.19
Aug2024_week4,22/08/2024-28/08/2024,Dinner,Aloo Gobi,484.42
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Medu Vada,57.0
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Puri,71.87
Aug2024_week5,29/08/2024-31/08/2024,Breakfast,Upma,77.18
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Rasam,215.03
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Sambar,248.08
Aug2024_week5,29/08/2024-31/08/2024,Lunch,Chole,250.54
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Paneer Butter Masala,289.88
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Aloo Gobi,289.98
Aug2024_week5,29/08/2024-31/08/2024,Dinner,Tandoori Roti,290.92
